IP,DNS,NetBIOS,Datacentre,Tracking Method,OS,IP Status,QID,Title,Vuln Status,Type,Severity,Port,Protocol,FQDN,SSL,First Detected,Last Detected,Times Detected,Date Last Fixed,First Reopened,Last Reopened,Times Reopened,CVE ID,Vendor Reference,Bugtraq ID,CVSS,CVSS Base,CVSS Temporal,CVSS Environment,CVSS3.1,CVSS3.1 Base,CVSS3.1 Temporal,threat,impact,Solution,Exploitability,Associated Malware,Results,PCI Vuln,Ticket State,Instance,Category
10.30.12.40,asset-020.corp.local,ASSET-020,DC2,IP,Network Appliance,Active,300100,TLS 1.0 Protocol Detection,Active,VUL,1,443,tcp,asset-020.corp.local,Yes,2026-04-25,2026-06-30,3,,,,0,,https://www.qualys.com/research/security-alerts/,95100,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",,,TLS 1.0 Protocol Detection detected on 10.30.12.40:443.,No,Open,tcp/443,SSL
10.30.13.41,asset-021.corp.local,ASSET-021,DR,IP,Windows Server 2019,Active,300101,Apache Tomcat AJP Request Injection,Active,VUL,2,8009,tcp,asset-021.corp.local,No,2026-05-01,2026-06-30,2,,,,0,CVE-2020-1938,https://tomcat.apache.org/security-9.html,95101,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,,Apache Tomcat AJP Request Injection detected on 10.30.13.41:8009.,Yes,Open,tcp/8009,Web Application
10.30.14.42,asset-022.corp.local,ASSET-022,DC1,IP,Ubuntu 22.04,Active,300102,Apache Log4j Remote Code Execution,Active,VUL,3,8080,tcp,asset-022.corp.local,No,2025-11-03,2026-06-30,8,,,,0,CVE-2021-44228,https://logging.apache.org/log4j/2.x/security.html,95102,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Apache Log4j Remote Code Execution detected on 10.30.14.42:8080.,Yes,Open,tcp/8080,Web Application
10.30.15.43,asset-023.corp.local,ASSET-023,DC2,IP,RHEL 8,Active,300103,Microsoft SQL Server Unsupported Version,Active,VUL,4,1433,tcp,asset-023.corp.local,No,2026-05-03,2026-06-30,2,,,,0,,https://learn.microsoft.com/sql/sql-server/end-of-support,95103,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,,,Microsoft SQL Server Unsupported Version detected on 10.30.15.43:1433.,No,Open,tcp/1433,Database
10.30.16.44,asset-024.corp.local,ASSET-024,DR,IP,Network Appliance,Active,300104,OpenSSL Security Update Available,Active,VUL,5,443,tcp,asset-024.corp.local,Yes,2026-05-04,2026-06-30,2,,,,0,CVE-2023-0286,https://www.openssl.org/news/vulnerabilities.html,95104,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,OpenSSL Security Update Available detected on 10.30.16.44:443.,No,Open,tcp/443,SSL
10.30.17.45,asset-025.corp.local,ASSET-025,DC1,IP,Windows Server 2019,Active,300105,Remote Desktop Weak Encryption Enabled,Active,VUL,1,3389,tcp,asset-025.corp.local,No,2026-05-05,2026-06-30,2,,,,0,,https://www.qualys.com/research/security-alerts/,95105,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Remote Desktop Weak Encryption Enabled detected on 10.30.17.45:3389.,Yes,Open,tcp/3389,Windows
10.30.18.46,asset-026.corp.local,ASSET-026,DC2,IP,Ubuntu 22.04,Active,300106,Nginx Security Update Available,Active,VUL,2,443,tcp,asset-026.corp.local,Yes,2026-05-06,2026-06-30,2,,,,0,CVE-2025-2345,https://nginx.org/en/security_advisories.html,95106,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,,Nginx Security Update Available detected on 10.30.18.46:443.,Yes,Open,tcp/443,Web Server
10.30.10.47,asset-027.corp.local,ASSET-027,DR,IP,RHEL 8,Active,300107,SMB Signing Not Required,Active,VUL,3,445,tcp,asset-027.corp.local,No,2026-05-07,2026-06-30,2,,,,0,,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,95107,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,,,SMB Signing Not Required detected on 10.30.10.47:445.,No,Open,tcp/445,Windows
10.30.11.48,asset-028.corp.local,ASSET-028,DC1,IP,Network Appliance,Active,300108,Oracle Java Unsupported Version,Active,VUL,4,0,tcp,asset-028.corp.local,No,2026-05-08,2026-06-30,2,,,,0,CVE-2024-20919,https://www.qualys.com/research/security-alerts/,95108,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,,,Oracle Java Unsupported Version detected on 10.30.11.48:0.,No,Open,tcp/0,General
10.30.12.49,asset-029.corp.local,ASSET-029,DC2,IP,Windows Server 2019,Active,300109,Linux Kernel Security Update Available,Active,VUL,5,0,tcp,asset-029.corp.local,No,2026-05-09,2026-06-30,2,,,,0,CVE-2024-1086,https://www.qualys.com/research/security-alerts/,95109,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,,Linux Kernel Security Update Available detected on 10.30.12.49:0.,Yes,Open,tcp/0,Linux
10.30.13.50,asset-030.corp.local,ASSET-030,DR,IP,Ubuntu 22.04,Active,300110,TLS 1.0 Protocol Detection,Active,VUL,1,443,tcp,asset-030.corp.local,Yes,2026-01-20,2026-06-30,6,,,,0,,https://www.qualys.com/research/security-alerts/,95110,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Observed malware association,TLS 1.0 Protocol Detection detected on 10.30.13.50:443.,Yes,Open,tcp/443,SSL
10.30.14.51,asset-031.corp.local,ASSET-031,DC1,IP,RHEL 8,Active,300111,Apache Tomcat AJP Request Injection,Active,VUL,2,8009,tcp,asset-031.corp.local,No,2026-05-11,2026-06-30,2,,,,0,CVE-2020-1938,https://tomcat.apache.org/security-9.html,95111,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Apache Tomcat AJP Request Injection detected on 10.30.14.51:8009.,No,Open,tcp/8009,Web Application
10.30.15.52,asset-032.corp.local,ASSET-032,DC2,IP,Network Appliance,Active,300112,Apache Log4j Remote Code Execution,Active,VUL,3,8080,tcp,asset-032.corp.local,No,2026-05-12,2026-06-30,2,,,,0,CVE-2021-44228,https://logging.apache.org/log4j/2.x/security.html,95112,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,,Apache Log4j Remote Code Execution detected on 10.30.15.52:8080.,No,Open,tcp/8080,Web Application
10.30.16.53,asset-033.corp.local,ASSET-033,DR,IP,Windows Server 2019,Active,300113,Microsoft SQL Server Unsupported Version,Active,VUL,4,1433,tcp,asset-033.corp.local,No,2026-05-13,2026-06-30,2,,,,0,,https://learn.microsoft.com/sql/sql-server/end-of-support,95113,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,,Microsoft SQL Server Unsupported Version detected on 10.30.16.53:1433.,Yes,Open,tcp/1433,Database
10.30.17.54,asset-034.corp.local,ASSET-034,DC1,IP,Ubuntu 22.04,Active,300114,OpenSSL Security Update Available,Re-Opened,VUL,5,443,tcp,asset-034.corp.local,Yes,2026-05-14,2026-06-30,2,,2026-06-04,2026-06-30,1,CVE-2023-0286,https://www.openssl.org/news/vulnerabilities.html,95114,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,OpenSSL Security Update Available detected on 10.30.17.54:443.,Yes,Open,tcp/443,SSL
10.30.18.55,asset-035.corp.local,ASSET-035,DC2,IP,RHEL 8,Active,300115,Remote Desktop Weak Encryption Enabled,Active,VUL,1,3389,tcp,asset-035.corp.local,No,2026-05-15,2026-06-30,2,,,,0,,https://www.qualys.com/research/security-alerts/,95115,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Remote Desktop Weak Encryption Enabled detected on 10.30.18.55:3389.,No,Open,tcp/3389,Windows
10.30.10.56,asset-036.corp.local,ASSET-036,DR,IP,Network Appliance,Active,300116,Nginx Security Update Available,Active,VUL,2,443,tcp,asset-036.corp.local,Yes,2026-05-16,2026-06-30,2,,,,0,CVE-2025-2345,https://nginx.org/en/security_advisories.html,95116,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Nginx Security Update Available detected on 10.30.10.56:443.,No,Open,tcp/443,Web Server
10.30.11.57,asset-037.corp.local,ASSET-037,DC1,IP,Windows Server 2019,Active,300117,SMB Signing Not Required,Active,VUL,3,445,tcp,asset-037.corp.local,No,2026-05-17,2026-06-30,2,,,,0,,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,95117,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,,,SMB Signing Not Required detected on 10.30.11.57:445.,Yes,Open,tcp/445,Windows
10.30.12.58,asset-038.corp.local,ASSET-038,DC2,IP,Ubuntu 22.04,Active,300118,Oracle Java Unsupported Version,Active,VUL,4,0,tcp,asset-038.corp.local,No,2026-05-18,2026-06-30,2,,,,0,CVE-2024-20919,https://www.qualys.com/research/security-alerts/,95118,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,,Oracle Java Unsupported Version detected on 10.30.12.58:0.,Yes,Open,tcp/0,General
10.30.13.59,asset-039.corp.local,ASSET-039,DR,IP,RHEL 8,Active,300119,Linux Kernel Security Update Available,Active,VUL,5,0,tcp,asset-039.corp.local,No,2025-11-20,2026-06-30,8,,,,0,CVE-2024-1086,https://www.qualys.com/research/security-alerts/,95119,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,,Linux Kernel Security Update Available detected on 10.30.13.59:0.,No,Open,tcp/0,Linux
10.30.14.60,asset-040.corp.local,ASSET-040,DC1,IP,Network Appliance,Active,300120,TLS 1.0 Protocol Detection,Active,VUL,1,443,tcp,asset-040.corp.local,Yes,2026-05-20,2026-06-30,2,,,,0,,https://www.qualys.com/research/security-alerts/,95120,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",,,TLS 1.0 Protocol Detection detected on 10.30.14.60:443.,No,Open,tcp/443,SSL
10.30.11.21,asset-001.corp.local,ASSET-001,DC2,IP,Windows Server 2019,Active,300121,Apache Tomcat AJP Request Injection,Active,VUL,2,8009,tcp,asset-001.corp.local,No,2026-01-16,2026-06-30,6,,,,0,CVE-2020-1938,https://tomcat.apache.org/security-9.html,95121,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,,Apache Tomcat AJP Request Injection detected on 10.30.11.21:8009.,Yes,Open,tcp/8009,Web Application
10.30.12.22,asset-002.corp.local,ASSET-002,DR,IP,Ubuntu 22.04,Active,300122,Apache Log4j Remote Code Execution,Active,VUL,3,8080,tcp,asset-002.corp.local,No,2026-05-22,2026-06-30,2,,,,0,CVE-2021-44228,https://logging.apache.org/log4j/2.x/security.html,95122,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,,Apache Log4j Remote Code Execution detected on 10.30.12.22:8080.,Yes,Open,tcp/8080,Web Application
10.30.13.23,asset-003.corp.local,ASSET-003,DC1,IP,RHEL 8,Active,300123,Microsoft SQL Server Unsupported Version,Active,VUL,4,1433,tcp,asset-003.corp.local,No,2026-05-23,2026-06-30,2,,,,0,,https://learn.microsoft.com/sql/sql-server/end-of-support,95123,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,,,Microsoft SQL Server Unsupported Version detected on 10.30.13.23:1433.,No,Open,tcp/1433,Database
10.30.14.24,asset-004.corp.local,ASSET-004,DC2,IP,Network Appliance,Active,300124,OpenSSL Security Update Available,Active,VUL,5,443,tcp,asset-004.corp.local,Yes,2026-05-24,2026-06-30,2,,,,0,CVE-2023-0286,https://www.openssl.org/news/vulnerabilities.html,95124,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,OpenSSL Security Update Available detected on 10.30.14.24:443.,No,Open,tcp/443,SSL
10.30.15.25,asset-005.corp.local,ASSET-005,DR,IP,Windows Server 2019,Active,300125,Remote Desktop Weak Encryption Enabled,Active,VUL,1,3389,tcp,asset-005.corp.local,No,2026-05-25,2026-06-30,2,,,,0,,https://www.qualys.com/research/security-alerts/,95125,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Observed malware association,Remote Desktop Weak Encryption Enabled detected on 10.30.15.25:3389.,Yes,Open,tcp/3389,Windows
10.30.16.26,asset-006.corp.local,ASSET-006,DC1,IP,Ubuntu 22.04,Active,300126,Nginx Security Update Available,Active,VUL,2,443,tcp,asset-006.corp.local,Yes,2026-05-01,2026-06-30,2,,,,0,CVE-2025-2345,https://nginx.org/en/security_advisories.html,95126,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Nginx Security Update Available detected on 10.30.16.26:443.,Yes,Open,tcp/443,Web Server
10.30.17.27,asset-007.corp.local,ASSET-007,DC2,IP,RHEL 8,Active,300127,SMB Signing Not Required,Active,VUL,3,445,tcp,asset-007.corp.local,No,2026-05-02,2026-06-30,2,,,,0,,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,95127,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,,,SMB Signing Not Required detected on 10.30.17.27:445.,No,Open,tcp/445,Windows
10.30.18.28,asset-008.corp.local,ASSET-008,DR,IP,Network Appliance,Active,300128,Oracle Java Unsupported Version,Active,VUL,4,0,tcp,asset-008.corp.local,No,2026-05-03,2026-06-30,2,,,,0,CVE-2024-20919,https://www.qualys.com/research/security-alerts/,95128,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,,,Oracle Java Unsupported Version detected on 10.30.18.28:0.,No,Open,tcp/0,General
10.30.10.29,asset-009.corp.local,ASSET-009,DC1,IP,Windows Server 2019,Active,300129,Linux Kernel Security Update Available,Active,VUL,5,0,tcp,asset-009.corp.local,No,2026-05-04,2026-06-30,2,,,,0,CVE-2024-1086,https://www.qualys.com/research/security-alerts/,95129,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Linux Kernel Security Update Available detected on 10.30.10.29:0.,Yes,Open,tcp/0,Linux
10.30.11.30,asset-010.corp.local,ASSET-010,DC2,IP,Ubuntu 22.04,Active,300130,TLS 1.0 Protocol Detection,Active,VUL,1,443,tcp,asset-010.corp.local,Yes,2026-05-05,2026-06-30,2,,,,0,,https://www.qualys.com/research/security-alerts/,95130,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Observed malware association,TLS 1.0 Protocol Detection detected on 10.30.11.30:443.,Yes,Open,tcp/443,SSL
10.30.12.31,asset-011.corp.local,ASSET-011,DR,IP,RHEL 8,Active,300131,Apache Tomcat AJP Request Injection,New,VUL,2,8009,tcp,asset-011.corp.local,No,2026-06-01,2026-06-30,1,,,,0,CVE-2020-1938,https://tomcat.apache.org/security-9.html,95131,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Apache Tomcat AJP Request Injection detected on 10.30.12.31:8009.,No,Open,tcp/8009,Web Application
10.30.13.32,asset-012.corp.local,ASSET-012,DC1,IP,Network Appliance,Active,300132,Apache Log4j Remote Code Execution,Active,VUL,3,8080,tcp,asset-012.corp.local,No,2026-01-27,2026-06-30,6,,,,0,CVE-2021-44228,https://logging.apache.org/log4j/2.x/security.html,95132,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Apache Log4j Remote Code Execution detected on 10.30.13.32:8080.,No,Open,tcp/8080,Web Application
10.30.14.33,asset-013.corp.local,ASSET-013,DC2,IP,Windows Server 2019,Active,300133,Microsoft SQL Server Unsupported Version,New,VUL,4,1433,tcp,asset-013.corp.local,No,2026-06-03,2026-06-30,1,,,,0,,https://learn.microsoft.com/sql/sql-server/end-of-support,95133,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,,Microsoft SQL Server Unsupported Version detected on 10.30.14.33:1433.,Yes,Open,tcp/1433,Database
10.30.15.34,asset-014.corp.local,ASSET-014,DR,IP,Ubuntu 22.04,Active,300134,OpenSSL Security Update Available,New,VUL,5,443,tcp,asset-014.corp.local,Yes,2026-06-04,2026-06-30,1,,,,0,CVE-2023-0286,https://www.openssl.org/news/vulnerabilities.html,95134,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,,OpenSSL Security Update Available detected on 10.30.15.34:443.,Yes,Open,tcp/443,SSL
