Host IP,DNS Name,Finding Name,Finding ID,CVE,Risk Rating,Exploit Evidence,Finding Status,Data Center,Detection Count,Finding Confidence,Threat Summary,Impact,Fix,Vendor Reference,Operating System,First Seen,Last Seen,Finding Evidence,Service Protocol,Service Port
10.30.12.40,asset-020.corp.local,TLS 1.0 Protocol Detection,300140,,Minimal,Exploit available: https://www.qualys.com/research/security-alerts/,New,DR,1,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Network Appliance,2026-06-10,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.12.40:443.,tcp,443
10.30.13.41,asset-021.corp.local,Apache Tomcat AJP Request Injection,300141,CVE-2020-1938,Medium,,New,DC1,1,Confirmed,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html,Windows Server 2019,2026-06-11,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.30.13.41:8009.,tcp,8009
10.30.14.42,asset-022.corp.local,Apache Log4j Remote Code Execution,300142,CVE-2021-44228,Serious,Exploit available: https://logging.apache.org/log4j/2.x/security.html,New,DC2,1,Confirmed,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,Ubuntu 22.04,2026-06-12,2026-06-30,Apache Log4j Remote Code Execution detected on 10.30.14.42:8080.,tcp,8080
10.30.15.43,asset-023.corp.local,Microsoft SQL Server Unsupported Version,300143,,Critical,,Active,DR,6,Confirmed,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support,RHEL 8,2026-01-23,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.30.15.43:1433.,tcp,1433
10.30.16.44,asset-024.corp.local,OpenSSL Security Update Available,300144,CVE-2023-0286,Urgent,,New,DC1,1,Confirmed,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html,Network Appliance,2026-06-14,2026-06-30,OpenSSL Security Update Available detected on 10.30.16.44:443.,tcp,443
10.30.17.45,asset-025.corp.local,Remote Desktop Weak Encryption Enabled,300145,,Minimal,Exploit available: https://www.qualys.com/research/security-alerts/,New,DC2,1,Confirmed,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-06-15,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.30.17.45:3389.,tcp,3389
10.30.18.46,asset-026.corp.local,Nginx Security Update Available,300146,CVE-2025-2345,Medium,Exploit available: https://nginx.org/en/security_advisories.html,New,DR,1,Confirmed,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,Ubuntu 22.04,2026-06-16,2026-06-30,Nginx Security Update Available detected on 10.30.18.46:443.,tcp,443
10.30.10.47,asset-027.corp.local,SMB Signing Not Required,300147,,Serious,Exploit available: https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,New,DC1,1,Confirmed,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,RHEL 8,2026-06-17,2026-06-30,SMB Signing Not Required detected on 10.30.10.47:445.,tcp,445
10.30.11.48,asset-028.corp.local,Oracle Java Unsupported Version,300148,CVE-2024-20919,Critical,,New,DC2,1,Confirmed,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.qualys.com/research/security-alerts/,Network Appliance,2026-06-18,2026-06-30,Oracle Java Unsupported Version detected on 10.30.11.48:0.,tcp,0
10.30.12.49,asset-029.corp.local,Linux Kernel Security Update Available,300149,CVE-2024-1086,Urgent,Exploit available: https://www.qualys.com/research/security-alerts/,New,DR,1,Confirmed,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Windows Server 2019,2026-06-19,2026-06-30,Linux Kernel Security Update Available detected on 10.30.12.49:0.,tcp,0
10.30.13.50,asset-030.corp.local,TLS 1.0 Protocol Detection,300150,,Minimal,,New,DC1,1,Confirmed,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Ubuntu 22.04,2026-06-20,2026-06-30,TLS 1.0 Protocol Detection detected on 10.30.13.50:443.,tcp,443
